"bulan","titik_lokasi","kecamatan","wilayah","panjang","satuan_panjang.luas","tanggal","volume_sampah_perhari.m3."
1,"PHB Samping Pos Polisi","Tanjung Priok","Jakarta Utara",400,"m",23,0
1,"Emplasment Sentiong","Tanjung Priok","Jakarta Utara",100,"m",23,0
1,"PHB Danau Permai Timur","Tanjung Priok","Jakarta Utara",700,"m",23,0
1,"Kali Ex Paru-Paru Jembatan Pondok","Tanjung Priok","Jakarta Utara",600,"m",23,0
1,"Kali Sentiong Sunter Icon","Tanjung Priok","Jakarta Utara",600,"m",23,0
1,"Kali Lagoa Tirem Jembatan 55","Tanjung Priok","Jakarta Utara",750,"m",23,0
1,"PHB Warakas 4 Gang IX Kel. Warakas","Tanjung Priok","Jakarta Utara",600,"m",23,0
1,"PHB Trio Ruas Warakas Raya Kel. Warakas","Tanjung Priok","Jakarta Utara",600,"m",23,0
1,"PHB Gor Sunter Selatan","Tanjung Priok","Jakarta Utara",500,"m",23,0
1,"Kali Tirem Ruas Gg Becek","Tanjung Priok","Jakarta Utara",600,"m",23,0
1,"PHB Auto 2000","Tanjung Priok","Jakarta Utara",500,"m",23,0
1,"PHB Danau Indah I","Tanjung Priok","Jakarta Utara",700,"m",23,0
1,"PHB Agung Barat Ruas Gereja","Tanjung Priok","Jakarta Utara",300,"m",23,0
1,"PHB Sunter Permai Raya Kel. Papanggo","Tanjung Priok","Jakarta Utara",400,"m",23,0
1,"PHB Warakas 4 Gg 17","Tanjung Priok","Jakarta Utara",350,"m",23,0
1,"PHB Swasembada Ruas Gereja","Tanjung Priok","Jakarta Utara",450,"m",23,0
1,"PHB Sunter Garden","Tanjung Priok","Jakarta Utara",600,"m",23,0
1,"PHB Pasar Kober","Tanjung Priok","Jakarta Utara",600,"m",23,0
1,"PHB Agung Permai Raya","Tanjung Priok","Jakarta Utara",450,"m",23,2
1,"Kali Cengkareng Drain Grisendra","Penjaringan","Jakarta Utara",1500,"m",23,3
1,"Kali Cengkareng Drain Elang Laut","Penjaringan","Jakarta Utara",1500,"m",23,0
1,"Kali Banjir Kanal Barat (Kali Jodo)","Penjaringan","Jakarta Utara",1400,"m",23,0
1,"Kali Banjir Kanal Barat (Teluk Intan)","Penjaringan","Jakarta Utara",1500,"m",23,0
1,"Kali Adem Permai","Penjaringan","Jakarta Utara",1000,"m",23,9
1,"Kali Cagak","Penjaringan","Jakarta Utara",1500,"m",23,9
1,"Kali Opak","Penjaringan","Jakarta Utara",1500,"m",23,0
1,"Kali Besar Saringan Pasar Ikan","Penjaringan","Jakarta Utara",800,"m",23,0
1,"Kali Pakin","Penjaringan","Jakarta Utara",800,"m",23,0
1,"Kali Jelangkeng","Penjaringan","Jakarta Utara",700,"m",23,0
1,"Kali Angke","Penjaringan","Jakarta Utara",1500,"m",23,0
1,"Kali Baja","Penjaringan","Jakarta Utara",900,"m",23,8
1,"Kali Bimoli","Penjaringan","Jakarta Utara",1000,"m",23,0
1,"Kali Muara Karang (Bombay)","Penjaringan","Jakarta Utara",1500,"m",23,0
1,"Kali Duri Ledeng","Penjaringan","Jakarta Utara",1500,"m",23,0
1,"Kali Krendang","Penjaringan","Jakarta Utara",1000,"m",23,0
1,"Kali Sipon","Penjaringan","Jakarta Utara",900,"m",23,0
1,"Kali Grogol","Penjaringan","Jakarta Utara",1000,"m",23,0
1,"Kali Aladin","Penjaringan","Jakarta Utara",1000,"m",23,0
1,"Kali PLTU Muara Karang","Penjaringan","Jakarta Utara",800,"m",23,0
1,"Kali Baja Pintu Air","Penjaringan","Jakarta Utara",500,"m",23,4
1,"Kali Muara Baru","Penjaringan","Jakarta Utara",400,"m",23,8
1,"Kali Budha Zuchi (Kali Muara)","Penjaringan","Jakarta Utara",400,"m",23,0
1,"Kali Kampung Gusti Pejagalan","Penjaringan","Jakarta Utara",700,"m",23,0
1,"Kali Bundaran Kamal","Penjaringan","Jakarta Utara",900,"m",23,0
1,"Kali Aquarium Luar Batang","Penjaringan","Jakarta Utara",700,"m",23,0
1,"Kali Bahari","Penjaringan","Jakarta Utara",800,"m",23,0
1,"Waduk Muara Angke","Penjaringan","Jakarta Utara",300,"m",23,0
1,"Waduk Pluit","Penjaringan","Jakarta Utara",150,"m",23,0
1,"Kali Waduk Teluk Gong","Penjaringan","Jakarta Utara",700,"m",23,0
1,"Waduk Kapuk Muara","Penjaringan","Jakarta Utara",200,"m",23,0
1,"PHB Ring Road","Penjaringan","Jakarta Utara",900,"m",23,0
1,"PHB Tanjungan","Penjaringan","Jakarta Utara",200,"m",23,0
1,"PHB Casablanka","Penjaringan","Jakarta Utara",900,"m",23,0
1,"PHB Kolong Tol Sudiyatmo","Penjaringan","Jakarta Utara",100,"m",23,0
1,"PHB Muara Karang Timur","Penjaringan","Jakarta Utara",150,"m",23,0
1,"PHB Bimoli Selatan","Penjaringan","Jakarta Utara",300,"m",23,0
1,"PHB Sekolah Permai","Penjaringan","Jakarta Utara",700,"m",23,0
1,"PHB Bunderan Kamal","Penjaringan","Jakarta Utara",1000,"m",23,0
1,"PHB Kali Gendong Gg. Masjid","Penjaringan","Jakarta Utara",1000,"m",23,4
1,"PHB Olympic","Penjaringan","Jakarta Utara",800,"m",23,0
1,"PHB Kali Gendong Jembatan III","Penjaringan","Jakarta Utara",1000,"m",23,0
1,"PHB Kali Gendong I","Penjaringan","Jakarta Utara",800,"m",23,0
1,"PHB Lotus","Penjaringan","Jakarta Utara",1000,"m",23,0
1,"PHB Kali Gendong Gg. Marlina","Penjaringan","Jakarta Utara",300,"m",23,0
1,"PHB Kali Gendong Gg. 8","Penjaringan","Jakarta Utara",200,"m",23,0
1,"PHB Kali Gendong Pintu Air","Penjaringan","Jakarta Utara",1000,"m",23,0
1,"PHB Masjid Al Jihad Kel. Kapuk Muara","Penjaringan","Jakarta Utara",300,"m",23,0
1,"PHB Muara Baru Kel. Penjaringan","Penjaringan","Jakarta Utara",400,"m",23,0
1,"PHB Kapuk Utara Kel. Kapuk Muara","Penjaringan","Jakarta Utara",800,"m",23,0
1,"Kali Gendong Pabrik Benang","Penjaringan","Jakarta Utara",600,"m",23,0
1,"Kali Elang Laut mangrove","Penjaringan","Jakarta Utara",1000,"m",23,0
1,"PHB Teluk Naga","Penjaringan","Jakarta Utara",1500,"m",23,0
1,"PHB Gresinda","Penjaringan","Jakarta Utara",700,"m",23,0
1,"PHB Kampung Malang","Penjaringan","Jakarta Utara",1000,"m",23,0
1,"PHB Rusun Muara Baru","Penjaringan","Jakarta Utara",500,"m",23,0
1,"PHB Kayu Besar","Penjaringan","Jakarta Utara",1500,"m",23,0
1,"Kali Gendong Muara Angke","Penjaringan","Jakarta Utara",800,"m",23,0
1,"PHB Penguin","Penjaringan","Jakarta Utara",750,"m",23,0
1,"Kali Tanjungan","Penjaringan","Jakarta Utara",800,"m",23,0
1,"PHB Pluit Permai","Penjaringan","Jakarta Utara",1000,"m",23,0
1,"PHB Pluit Timur","Penjaringan","Jakarta Utara",1000,"m",23,0
1,"PHB Tanah Pasir","Penjaringan","Jakarta Utara",400,"m",23,0
1,"PHB Bandengan","Penjaringan","Jakarta Utara",300,"m",23,0
1,"PHB Pluit Indah","Penjaringan","Jakarta Utara",1000,"m",23,0
1,"PHB Jembatan 3","Penjaringan","Jakarta Utara",900,"m",23,0
1,"PHB Pluit Village","Penjaringan","Jakarta Utara",1000,"m",23,0
1,"PHB Pluit Sakti","Penjaringan","Jakarta Utara",900,"m",23,0
1,"PHB Pluit Mas","Penjaringan","Jakarta Utara",600,"m",23,0
1,"PHB Atmajaya","Penjaringan","Jakarta Utara",600,"m",23,0
1,"PHB Kapuk I","Penjaringan","Jakarta Utara",1000,"m",23,0
1,"PHB Inlet Polsek Penjaringan Waduk Pluit","Penjaringan","Jakarta Utara",100,"m",23,0
1,"PHB Inlet Jakpro Waduk Pluit","Penjaringan","Jakarta Utara",200,"m",23,0
1,"Kali Ancol Perempatan Hailai","Pademangan","Jakarta Utara",400,"m",23,0
1,"Kali Ancol Kampung Bandan/Lodan Raya","Pademangan","Jakarta Utara",700,"m",23,0
1,"Kali Ancol Pintu Air Marina","Pademangan","Jakarta Utara",500,"m",23,0
1,"Kali Ancol Martadinata Kolong Tol","Pademangan","Jakarta Utara",400,"m",23,3
1,"Kali Ancol Jl. Martadinata (Pademangan Timur Pintu Air Ancol)","Pademangan","Jakarta Utara",500,"m",23,0
1,"Kali Gunung Sahari Pintu Air Jembatan Baru","Pademangan","Jakarta Utara",300,"m",23,1
1,"Kali Mati Pademangan Timur","Pademangan","Jakarta Utara",500,"m",23,12
1,"Kali Mati Pademangan Barat - Jl. Mangga Dua Raya","Pademangan","Jakarta Utara",500,"m",23,12
1,"Kali Mati Pademangan Jl. Gunung Sahari Pademangan Timur","Pademangan","Jakarta Utara",500,"m",23,0
1,"Kali Pademangan Timur SegNeg (Sunter Muara The Mainsion)","Pademangan","Jakarta Utara",500,"m",23,0
1,"Kali Jembatan Goyang ( Pademangan Timur Jl. Martadinata)","Pademangan","Jakarta Utara",300,"m",23,3
1,"Kali Sunter Griya Pademangan Timur","Pademangan","Jakarta Utara",1500,"m",23,2
1,"Kali Penta Wira Pademangan Timur","Pademangan","Jakarta Utara",600,"m",23,12
1,"Kali Penta Wira Pademangan Barat","Pademangan","Jakarta Utara",600,"m",23,12
1,"Kali Bongkaran Pademangan Timur","Pademangan","Jakarta Utara",600,"m",23,2
1,"Kali Karang Bolong 6 Vihara","Pademangan","Jakarta Utara",700,"m",23,0
1,"Kali Ciliwung Gunung Sahari Rel Kereta Api","Pademangan","Jakarta Utara",300,"m",23,1
1,"PHB Mangga Dua Sisi Selatan","Pademangan","Jakarta Utara",200,"m",23,0
1,"Kali Gendong Hutan Kota","Pademangan","Jakarta Utara",800,"m",23,0
1,"Waduk Hutan Kota","Pademangan","Jakarta Utara",800,"m",23,0
1,"Kali Anak Ciliwung Krapu Jalan Tongkol Kali Ancol","Pademangan","Jakarta Utara",500,"m",23,0
1,"Kali Anak Ciliwung Krapu Jembatan Kereta Kali Ancol","Pademangan","Jakarta Utara",400,"m",23,0
1,"PHB Pademangan 3 Pasar","Pademangan","Jakarta Utara",200,"m",23,0
1,"Kali Ciliwung Gunung Sahari Maspion","Pademangan","Jakarta Utara",200,"m",23,1
1,"PHB Satria Pademangan RW.02","Pademangan","Jakarta Utara",300,"m",23,0
1,"PHB Pademangan IX Telkom","Pademangan","Jakarta Utara",500,"m",23,1
1,"PHB Pademangan Sejajar TOL","Pademangan","Jakarta Utara",250,"m",23,3
1,"PHB Pademangan Timur","Pademangan","Jakarta Utara",200,"m",23,0
1,"PHB Pademangan 5 (Sejajar Rel Kereta Api)","Pademangan","Jakarta Utara",150,"m",23,1
1,"PHB Pademangan A","Pademangan","Jakarta Utara",150,"m",23,1
1,"PHB Pademangan B","Pademangan","Jakarta Utara",150,"m",23,1
1,"PHB Pademangan C","Pademangan","Jakarta Utara",150,"m",23,0
1,"PHB Mangga Dua Sisi Utara","Pademangan","Jakarta Utara",200,"m",23,0
1,"PHB Ancol Barat 1","Pademangan","Jakarta Utara",150,"m",23,0
1,"PHB Ancol Barat 6","Pademangan","Jakarta Utara",300,"m",23,0
1,"PHB Karang Bolong","Pademangan","Jakarta Utara",900,"m",23,0
1,"PHB Gunung Sahari AL","Pademangan","Jakarta Utara",400,"m",23,0
1,"PHB Masjid Kampung Bandan","Pademangan","Jakarta Utara",150,"m",23,0
1,"PHB Parang Tritis","Pademangan","Jakarta Utara",150,"m",23,0
1,"PHB Pospol Pademangan Barat","Pademangan","Jakarta Utara",400,"m",23,1
1,"PHB Saringan Kali Gendong Kemayoran Pademangan Timur","Pademangan","Jakarta Utara",500,"m",23,0
1,"PHB Gg. S Ampera RW 06 Pademangan Barat","Pademangan","Jakarta Utara",400,"m",23,1
1,"PHB Damayanti Rw 08 Pademangan Barat","Pademangan","Jakarta Utara",400,"m",23,1
1,"PHB Gang 9 Pospol Pademangan Timur","Pademangan","Jakarta Utara",400,"m",23,0
1,"PHB Jl. Swadaya Raya Rw 010 Rt 007 Pademangan Barat","Pademangan","Jakarta Utara",500,"m",23,0
1,"PHB Samping Pom Bensin Jl. Benyamin Sueb Pademangan Timur","Pademangan","Jakarta Utara",600,"m",23,0
1,"PHB Wisma Atlet Jl. Benyamin Sueb Pademangan Timur","Pademangan","Jakarta Utara",400,"m",23,0
1,"Kali Sunter Holiday Pademangan Timur","Pademangan","Jakarta Utara",500,"m",23,0
1,"Kali PLTU Ancol Jl. Martadinata Pademangan Timur","Pademangan","Jakarta Utara",700,"m",23,0
1,"PHB Rw 03 Pademangan Barat","Pademangan","Jakarta Utara",400,"m",23,0
1,"PHB Indofood Jalan Ancol Parang Tritis","Pademangan","Jakarta Utara",150,"m",23,0
1,"PHB Rajawali Selatan RW 02 Pademangan Barat","Pademangan","Jakarta Utara",600,"m",23,1
1,"PHB Gang Tawakal RW 12","Pademangan","Jakarta Utara",400,"m",23,0
1,"PHB Gg. Santri RW.14 Pademangan Barat","Pademangan","Jakarta Utara",400,"m",23,1
1,"PHB Pademangan 22","Pademangan","Jakarta Utara",150,"m",23,1
1,"PHB Rw 04 Sejajar Rt 005 Pademangan Barat","Pademangan","Jakarta Utara",300,"m",23,0
1,"PHB Nalo","Pademangan","Jakarta Utara",200,"m",23,0
1,"PHB Gg. Kolor RW.10 Pademangan Barat","Pademangan","Jakarta Utara",300,"m",23,1
1,"Kali Karang Bolong Nipon paint","Pademangan","Jakarta Utara",700,"m",23,0
1,"PHB Gang Melati Rw 006 Rt 014","Pademangan","Jakarta Utara",300,"m",23,1
1,"Kali Cengkareng Drain Jln. Raya Basmol/Tanggul","Kembangan","Jakarta Barat",1000,"m",23,9
1,"Kali Cengkareng Drain (Depan Pasar Kemiri Jl. Kembangan Baru)","Kembangan","Jakarta Barat",1500,"m",23,2
1,"Kali PHB RW. 04 (Stasiun Pompa)","Kembangan","Jakarta Barat",1000,"m",23,1
1,"Kali PHB Kampung Salo Kembangan Utara","Kembangan","Jakarta Barat",800,"m",23,12
1,"Kali Anak Angke Perumahan Taman Kota Rt 01 Rw 04 Kembangan Utara","Kembangan","Jakarta Barat",700,"m",23,12
1,"Kali PHB Perumahan Grend Garden Jl Basmol Raya Rt 08 Rw 04 Kembangan Utara","Kembangan","Jakarta Barat",800,"m",23,12
1,"Kali Pesanggrahan Jl. Jomas Meruya Utara","Kembangan","Jakarta Barat",1300,"m",23,1
1,"Kali Pesanggrahan Jl.Pos Pengumben Samping Kebun Bibit","Kembangan","Jakarta Barat",600,"m",23,12
1,"Kali Pesanggrahan Jl Pos Pengumben Lama Srengseng","Kembangan","Jakarta Barat",1500,"m",23,12
1,"Kali Pesanggrahan Jl Raya Pospengumben Rt 06 Rw 03 Srengseng","Kembangan","Jakarta Barat",800,"m",23,12
1,"Kali Pesanggrahan Pos Pengumben Jl.Meruya Ilir Raya","Kembangan","Jakarta Barat",700,"m",23,1
1,"PHB Jambu Rt 07 Rw 07 Srengseng","Kembangan","Jakarta Barat",500,"m",23,12
1,"PHB Komplek BPPT Srengseng","Kembangan","Jakarta Barat",600,"m",23,12
1,"Kali Sepak (Jln. Puri Kencana Indah)","Kembangan","Jakarta Barat",1500,"m",23,2
1,"Kali PHB Salter Puri Indah Jl. Kembang Elok","Kembangan","Jakarta Barat",500,"m",23,1
1,"PHB Kompas Samping SDN 01 Kembangan Utara","Kembangan","Jakarta Barat",500,"m",23,12
1,"PHB Pondok Cabe JL KH.Hasyim","Kembangan","Jakarta Barat",400,"m",23,12
1,"PHB Lintas Kavling Tomang jl. H lebar Meruya Utara","Kembangan","Jakarta Barat",500,"m",23,12
1,"PHB Penyelesaian Tomang IV Meruya Utara","Kembangan","Jakarta Barat",400,"m",23,12
1,"Kali CNI (Belakang Kantor Walikota Jakarta Barat)","Kembangan","Jakarta Barat",800,"m",23,1
1,"Kali PHB Taman Aries (Jln. Aries Utama III)","Kembangan","Jakarta Barat",1000,"m",23,12
1,"Kali PHB Dermaga Jemson Meruya Selatan","Kembangan","Jakarta Barat",1500,"m",23,1
1,"Kali PHB Perumahan Mega Kebon Jeruk","Kembangan","Jakarta Barat",1500,"m",23,12
1,"Kali PHB Alfa Indah Joglo","Kembangan","Jakarta Barat",1000,"m",23,12
1,"Kali PHB Alfa Indah Copilas Joglo","Kembangan","Jakarta Barat",700,"m",23,12
1,"PHB Hankam Joglo","Kembangan","Jakarta Barat",400,"m",23,12
1,"PHB Puri Beta Jl Strategi joglo","Kembangan","Jakarta Barat",600,"m",23,1
1,"Kali PHB Puribeta Joglo","Kembangan","Jakarta Barat",1000,"m",23,1
1,"Kali PHB Komplek Intercon Joglo","Kembangan","Jakarta Barat",1500,"m",23,1
1,"Kali PHB Komplek Intercon Serengseng","Kembangan","Jakarta Barat",1000,"m",23,1
1,"Kali Cantiga (Pinggir Tol Jakarta - Merak)","Kembangan","Jakarta Barat",800,"m",23,12
1,"Kali Angke Puri Mension Kembangan Selatan","Kembangan","Jakarta Barat",1000,"m",23,12
1,"PHB Salter Sejajar RingRoad JL. Outer RingRoad Kembangan Selatan","Kembangan","Jakarta Barat",800,"m",23,12
1,"Kali Angke Kampung Pulo Jl H Japar Rt 05 Rw 01 Kembangan Selatan","Kembangan","Jakarta Barat",1000,"m",23,12
1,"Banjir Kanal Barat (Fly Over Tanah Abang - Fly Over Bongkaran Tanah Abang)","Palmerah","Jakarta Barat",350,"m",23,12
1,"Banjir Kanal Barat (Jembatan Gantung - Fly Over Tomang)","Palmerah","Jakarta Barat",610,"m",23,1
1,"Banjir Kanal Barat (Fly Over Tanah Abang - Jembatan Jati Pulo)","Palmerah","Jakarta Barat",600,"m",23,1
1,"Banjir Kanal Barat (Jembatan Jatipulo - Jembatan Gantung)","Palmerah","Jakarta Barat",610,"m",23,12
1,"PHB KS TUBUN 1 (Depan Kantor Kelurahan Slipi)","Palmerah","Jakarta Barat",900,"m",23,2.24
1,"PHB KS TUBUN 3 (Depan Sekolahan SMK Negeri Slipi)","Palmerah","Jakarta Barat",950,"m",23,2.24
1,"Kali Grogol (Hankam 2 - Saringan Atas)","Palmerah","Jakarta Barat",755,"m",23,3
1,"Kali Grogol (Jembatan Pel bak - Saringan Atas)","Palmerah","Jakarta Barat",400,"m",23,1
1,"PHB Jl. Beo (Komplek Hankam 2)","Palmerah","Jakarta Barat",500,"m",23,2.24
1,"PHB Jl. Sulaeman","Palmerah","Jakarta Barat",400,"m",23,2.24
1,"Kali PHB Palmerah","Palmerah","Jakarta Barat",663,"m",23,2.24
1,"Kali PHB Kemanggisan Kober","Palmerah","Jakarta Barat",522,"m",23,4.48
1,"PHB Jl. Swadaya","Palmerah","Jakarta Barat",250,"m",23,4.48
1,"Kali Grogol (Hankam I - Hankam 2)","Palmerah","Jakarta Barat",795,"m",23,1
1,"Kali Grogol (Jembatan Baru Hankam 1 - Jembatan Jl. Anggrek Neli Rosliana VII)","Palmerah","Jakarta Barat",400,"m",23,9.36
1,"PHB Jalan Kebon Sayur","Palmerah","Jakarta Barat",600,"m",23,4.48
1,"Kali PHB Jalan Belibis","Palmerah","Jakarta Barat",650,"m",23,4.48
1,"Kali PHB RS Patria","Palmerah","Jakarta Barat",350,"m",23,2.24
1,"PHB Taman Catalya","Palmerah","Jakarta Barat",300,"m",23,4.48
1,"PHB Jl Binus","Palmerah","Jakarta Barat",700,"m",23,2.24
1,"Kali PHB Jln. Anggrek Neli Rosliana VII","Palmerah","Jakarta Barat",300,"m",23,9.36
1,"Kali Grogol (Saringan Golkar)","Palmerah","Jakarta Barat",500,"m",23,12
1,"Kali PHB Jln. Arjuna","Palmerah","Jakarta Barat",250,"m",23,2.24
1,"Kali PHB Jln. Bima","Palmerah","Jakarta Barat",250,"m",23,2.24
1,"Kali Grogol (Pombensin - Hankam I)","Palmerah","Jakarta Barat",745,"m",23,2
1,"Kali Grogol (Saringan Golkar - Pombensin)","Palmerah","Jakarta Barat",925,"m",23,12
1,"Kali PHB Kemanggisan Utama","Palmerah","Jakarta Barat",650,"m",23,2.24
1,"PHB Jl. Perum Migas","Palmerah","Jakarta Barat",750,"m",23,4.48
1,"PHB Jalan Anggrek Neli Murni","Palmerah","Jakarta Barat",1000,"m",23,2.24
1,"Perbatasan Tol Taman Anggrek","Palmerah","Jakarta Barat",250,"m",23,7.12
1,"Kali PHB ORI","Palmerah","Jakarta Barat",600,"m",23,12
1,"Kali PHB Belakang PT Djarum","Palmerah","Jakarta Barat",750,"m",23,2.24
1,"PHB Brigjen Katamso","Palmerah","Jakarta Barat",350,"m",23,9.36
1,"Kali PHB Jl. Semangka","Palmerah","Jakarta Barat",392,"m",23,4.48
1,"PHB Jl. Wijaya Kusuma","Palmerah","Jakarta Barat",250,"m",23,1
1,"PHB Belakang Pintu Air Rs Harapan Kita","Palmerah","Jakarta Barat",320,"m",23,12
1,"Kali PHB Jatipulo Kota Bambu Utara","Palmerah","Jakarta Barat",573,"m",23,3
1,"Titik Saringan Jatipulo","Palmerah","Jakarta Barat",31.5,"m",23,12
1,"Kali PHB Rumah Sakit Harapan Kita","Palmerah","Jakarta Barat",550,"m",23,12
1,"Kali Sodetan Sekretaris (Pos Polisi Duri Kepa - Belakang Studio 5 Indosiar )","Kebon Jeruk","Jakarta Barat",310,"M",23,2
1,"Kali Sodetan Sekretaris ( Belakang Studio 5 Indosiar - Centro City )","Kebon Jeruk","Jakarta Barat",360,"M",23,2
1,"Kali Sodetan Sekretaris ( Centro City - Samping Rumah Pompa Air Taman Ratu )","Kebon Jeruk","Jakarta Barat",300,"M",23,1
1,"Kali Sodetan Sekretaris ( Samping Rumah Pompa Air Taman Ratu - Jembatan Kedoya Jln. Pesing Koneng - Jembatan Rel KAI )","Kebon Jeruk","Jakarta Barat",331,"M",23,1
1,"Saluran PHB. Da'an Mogot 1 Sisi Timur ( Jln.Da'an Mogot Raya - Depan Hotel Grogo In )","Kebon Jeruk","Jakarta Barat",610,"M",23,2
1,"Kali Sekretaris ( Jln. TPU Sukabumi Selatan - Jln. Pos Pengumben - Jln. Panjang Qrisdorn )","Kebon Jeruk","Jakarta Barat",839,"M",23,1
1,"Kali Sekretaris ( Jln. Panjang Qrisdorn - Jln. Sasak Dua )","Kebon Jeruk","Jakarta Barat",627,"M",23,1
1,"Kali Sekretaris ( Jln. Mutiara Prima - Kebon Jeruk - SMK Wiyata Satya - Jln. Gilisampeng )","Kebon Jeruk","Jakarta Barat",610,"M",23,1
1,"Kali Sekretaris ( Jln. Gilisampeng - Depan Gereja Manungsong Sang Timur )","Kebon Jeruk","Jakarta Barat",350,"M",23,1
1,"Kali Sekretaris ( Depan Gereja Manungsong Sang Timur - Jln. Budi Raya )","Kebon Jeruk","Jakarta Barat",350,"M",23,1
1,"Saluran PHB. Arjuna Selatan/Fly Over - Saluran PHB. Budi Raya ( Jln. Kemanggisan Utama - Jln. Budi Raya )","Kebon Jeruk","Jakarta Barat",500,"M",23,1
1,"PHB. RCTI ( Jln.Perjuangan - Studio RCTI )","Kebon Jeruk","Jakarta Barat",1060,"M",23,12
1,"PHB. Jeruk Manis ( Jln.Lapangan Bola - Studio MNC Group - Jln. Jeruk Manis )","Kebon Jeruk","Jakarta Barat",950,"m",23,1
1,"Kali Pesanggrahan ( Jln. Pos Pengumben Lama - Jln pos pengumben raya )","Kebon Jeruk","Jakarta Barat",200,"m",23,1
1,"PHB. Pisangan SDN 09 Kedoya Utara - SPBU Jln.Panjang Raya","Kebon Jeruk","Jakarta Barat",780,"m",23,12
1,"Kali Cibubur Krendang (Jln. Krendang Utara Kel. Krendang Kec. Tambora)","Tambora","Jakarta Barat",850,"m",23,4
1,"Banjir Kanal Barat Seasons City (Jln. Inspeksi Kali Anyar-Jln. PTB Angke)","Tambora","Jakarta Barat",2.5,"m",23,21
1,"Jln. Subur Baru ( GG. Ucung) - Jln. Krendang Barat (Kali Duri Pojok)","Tambora","Jakarta Barat",1500,"m",23,2
1,"Kali Duri RPTRA Krendang Jln. Krendang Barat","Tambora","Jakarta Barat",500,"m",23,2
1,"Kali Opak Perniagaan Jln. Tambora VI - Jln Penjagalan / Perniagaan Raya","Tambora","Jakarta Barat",800,"m",23,1
1,"Kali Pejagalan Jln. Pejagalan Raya","Tambora","Jakarta Barat",400,"m",23,1
1,"Kali Item Padamulya Jln. Padamulya - RPTRA Kalijodo","Tambora","Jakarta Barat",1000,"m",23,2
1,"Kali Item Padamulya Samping RPTRA Kalijodo","Tambora","Jakarta Barat",500,"m",23,2
1,"Kali Angke. Saringan Pesing - Jembatan Genit (Jln. Pangeran Tubagus Angke)","Grogol Petamburan","Jakarta Barat",1000,"m",23,2
1,"Kali Angke. Jembatan Genit - Pintu Air Gusti (Jln. Pangeran Tubagus Angke)","Grogol Petamburan","Jakarta Barat",1000,"m",23,2
1,"Kali Angke. Pintu Air Kampung Gusti - Jembatan Gerobak (Jln. Pangeran Tubagus Angke)","Grogol Petamburan","Jakarta Barat",1000,"m",23,2
1,"Kali Angke. Jembatan Fajar - Jembatan Aladin (Jln. Pangeran Tubagus Angke)","Grogol Petamburan","Jakarta Barat",300,"m",23,2
1,"Saluran PHB Kolong (samping Tol Angke)","Grogol Petamburan","Jakarta Barat",400,"m",23,12
1,"PHB BNI (Jln. Komplek BNI)","Grogol Petamburan","Jakarta Barat",500,"m",23,12
1,"PHB Perdana ( Jln. Perdana Jelambar)","Grogol Petamburan","Jakarta Barat",500,"m",23,12
1,"PHB Angke (Jln. Tubagus Angke)","Grogol Petamburan","Jakarta Barat",500,"m",23,12
1,"PHB Wijaya (Jln. Wijaya Kusuma )","Grogol Petamburan","Jakarta Barat",500,"m",23,12
1,"PHB Fajar (Jln. Jelambar Barat II)","Grogol Petamburan","Jakarta Barat",500,"m",23,12
1,"PHB Widara","Grogol Petamburan","Jakarta Barat",325,"m",23,12
1,"PHB Utama Sakti","Grogol Petamburan","Jakarta Barat",300,"m",23,12
1,"Rumah Pompa Jelambar (Jln. Jelambar Baru)","Grogol Petamburan","Jakarta Barat",500,"m",23,1
1,"Kali Grogol. Perbatasan Utara Tubagus Angke - Jembatan Sampoerna (Jln. Latumanten Raya)","Grogol Petamburan","Jakarta Barat",1000,"m",23,3
1,"Kali Grogol. Jembatan Sampoerna - Jembatan Borobudur (Jln. Latumanten Raya)","Grogol Petamburan","Jakarta Barat",1000,"m",23,3
1,"Kali Grogol. Jembatan Borobudur - Jembatan RSJ (Jln. Latumanten Raya)","Grogol Petamburan","Jakarta Barat",1000,"m",23,3
1,"Kali Grogol. Jembatan RSJ - Lampu Merah Citraland (Jln. Satria)","Grogol Petamburan","Jakarta Barat",500,"m",23,3
1,"Kali BKB. Jembatan Besi - Petak Seng (Jln. Petak Seng)","Grogol Petamburan","Jakarta Barat",600,"m",23,1
1,"Kali BKB. Petak Seng - Jembatan 2 Perbatasan Utara (Jln. Petak Seng)","Grogol Petamburan","Jakarta Barat",600,"m",23,1
1,"PHB Setia Jaya (Jln. Setia Jaya Jelambar)","Grogol Petamburan","Jakarta Barat",500,"m",23,12
1,"PHB Jelambar Baru Jaya 6 (Jln. Duta Mas)","Grogol Petamburan","Jakarta Barat",500,"m",23,12
1,"PHB Jelambar I (Jln. Jelambar Utama I)","Grogol Petamburan","Jakarta Barat",500,"m",23,12
1,"PHB Jelambar Baru (Jln. Jelambar Baru)","Grogol Petamburan","Jakarta Barat",500,"m",23,12
1,"PHB Latumenten (Jln. Latumanten Raya)","Grogol Petamburan","Jakarta Barat",500,"m",23,12
1,"PHB Mangkaliwe (Jln. Mangkaliwe Raya)","Grogol Petamburan","Jakarta Barat",500,"m",23,12
1,"PHB Terminal Grogol (Jln. Susilo Raya)","Grogol Petamburan","Jakarta Barat",500,"m",23,12
1,"PHB Muwardi","Grogol Petamburan","Jakarta Barat",400,"m",23,12
